date,ball_1,ball_2,ball_3,ball_4,ball_5,mega_ball,mega_plier
7/7/2020,16.0,20.0,25.0,30.0,43.0,18.0,3.0
7/3/2020,20.0,40.0,44.0,45.0,50.0,24.0,2.0
6/30/2020,9.0,16.0,29.0,37.0,53.0,11.0,2.0
6/26/2020,19.0,33.0,37.0,56.0,57.0,6.0,2.0
6/23/2020,6.0,20.0,37.0,40.0,48.0,15.0,3.0
6/19/2020,11.0,34.0,36.0,52.0,66.0,7.0,2.0
6/16/2020,21.0,23.0,33.0,35.0,42.0,6.0,3.0
6/12/2020,9.0,14.0,57.0,67.0,70.0,2.0,3.0
6/9/2020,1.0,5.0,9.0,10.0,23.0,22.0,2.0
6/5/2020,32.0,35.0,37.0,47.0,55.0,22.0,3.0
6/2/2020,9.0,20.0,23.0,26.0,29.0,8.0,3.0
5/29/2020,10.0,13.0,32.0,41.0,51.0,3.0,2.0
5/26/2020,34.0,52.0,58.0,59.0,62.0,4.0,3.0
5/22/2020,8.0,10.0,20.0,44.0,46.0,18.0,4.0
5/19/2020,8.0,19.0,25.0,36.0,66.0,9.0,2.0
5/15/2020,11.0,17.0,32.0,33.0,46.0,25.0,3.0
5/12/2020,7.0,16.0,27.0,44.0,52.0,5.0,5.0
5/8/2020,5.0,20.0,22.0,61.0,70.0,4.0,2.0
5/5/2020,7.0,13.0,17.0,21.0,45.0,14.0,2.0
5/1/2020,28.0,30.0,31.0,35.0,66.0,14.0,2.0
4/28/2020,13.0,19.0,53.0,54.0,63.0,17.0,3.0
4/24/2020,1.0,27.0,32.0,60.0,67.0,18.0,2.0
4/21/2020,13.0,15.0,24.0,67.0,70.0,17.0,2.0
4/17/2020,13.0,35.0,39.0,46.0,55.0,14.0,4.0
4/14/2020,29.0,47.0,65.0,69.0,70.0,7.0,4.0
4/10/2020,2.0,11.0,21.0,57.0,60.0,13.0,2.0
4/7/2020,25.0,33.0,43.0,51.0,68.0,20.0,2.0
4/3/2020,24.0,38.0,44.0,57.0,58.0,17.0,4.0
3/31/2020,8.0,17.0,51.0,57.0,70.0,2.0,4.0
3/27/2020,3.0,25.0,28.0,50.0,60.0,1.0,4.0
3/24/2020,2.0,8.0,16.0,18.0,31.0,14.0,2.0
3/20/2020,34.0,35.0,41.0,45.0,54.0,5.0,4.0
3/17/2020,20.0,27.0,28.0,58.0,59.0,25.0,3.0
3/13/2020,7.0,22.0,37.0,43.0,44.0,22.0,4.0
3/10/2020,6.0,17.0,48.0,54.0,69.0,12.0,5.0
3/6/2020,15.0,48.0,56.0,58.0,70.0,4.0,4.0
3/3/2020,8.0,12.0,33.0,56.0,64.0,2.0,2.0
2/28/2020,2.0,3.0,14.0,41.0,64.0,17.0,2.0
2/25/2020,2.0,9.0,43.0,49.0,63.0,15.0,2.0
2/21/2020,4.0,7.0,13.0,16.0,60.0,6.0,4.0
2/18/2020,6.0,12.0,39.0,61.0,70.0,4.0,3.0
2/14/2020,10.0,32.0,48.0,54.0,55.0,18.0,5.0
2/11/2020,4.0,6.0,32.0,52.0,64.0,6.0,2.0
2/7/2020,9.0,14.0,27.0,36.0,52.0,4.0,3.0
2/4/2020,32.0,48.0,50.0,51.0,64.0,10.0,2.0
1/31/2020,28.0,31.0,33.0,57.0,62.0,19.0,2.0
1/28/2020,17.0,36.0,47.0,51.0,62.0,21.0,3.0
1/24/2020,3.0,4.0,18.0,23.0,38.0,24.0,4.0
1/21/2020,16.0,18.0,29.0,31.0,37.0,8.0,3.0
1/17/2020,3.0,25.0,30.0,54.0,70.0,9.0,3.0
1/14/2020,9.0,11.0,13.0,31.0,47.0,11.0,2.0
1/10/2020,17.0,27.0,49.0,51.0,66.0,2.0,2.0
1/7/2020,25.0,40.0,41.0,52.0,56.0,21.0,4.0
1/3/2020,37.0,41.0,42.0,53.0,63.0,16.0,2.0
12/31/2019,30.0,44.0,49.0,53.0,56.0,11.0,3.0
12/27/2019,17.0,34.0,40.0,63.0,64.0,24.0,4.0
12/24/2019,27.0,37.0,48.0,63.0,66.0,11.0,2.0
12/20/2019,3.0,20.0,23.0,35.0,60.0,16.0,3.0
12/17/2019,22.0,30.0,53.0,55.0,56.0,16.0,2.0
12/13/2019,17.0,21.0,29.0,39.0,56.0,22.0,3.0
12/10/2019,18.0,31.0,46.0,54.0,61.0,25.0,2.0
12/6/2019,20.0,31.0,40.0,46.0,61.0,20.0,5.0
12/3/2019,23.0,43.0,60.0,63.0,69.0,19.0,2.0
11/29/2019,6.0,8.0,31.0,50.0,65.0,9.0,2.0
11/26/2019,8.0,27.0,29.0,38.0,43.0,13.0,2.0
11/22/2019,7.0,12.0,17.0,49.0,53.0,24.0,4.0
11/19/2019,22.0,43.0,44.0,47.0,66.0,22.0,3.0
11/15/2019,12.0,19.0,34.0,35.0,68.0,20.0,2.0
11/12/2019,19.0,30.0,44.0,56.0,65.0,24.0,2.0
11/8/2019,3.0,4.0,10.0,39.0,58.0,14.0,3.0
11/5/2019,2.0,9.0,24.0,49.0,54.0,19.0,3.0
11/1/2019,9.0,20.0,36.0,41.0,54.0,22.0,2.0
10/29/2019,4.0,9.0,17.0,27.0,39.0,22.0,2.0
10/25/2019,16.0,24.0,25.0,52.0,60.0,6.0,3.0
10/22/2019,5.0,11.0,14.0,23.0,25.0,10.0,4.0
10/18/2019,18.0,58.0,60.0,65.0,67.0,20.0,3.0
10/15/2019,4.0,12.0,14.0,35.0,70.0,2.0,2.0
10/11/2019,14.0,22.0,30.0,37.0,60.0,8.0,3.0
10/8/2019,5.0,8.0,10.0,17.0,48.0,23.0,3.0
10/4/2019,11.0,38.0,44.0,48.0,70.0,17.0,2.0
10/1/2019,10.0,17.0,39.0,42.0,59.0,3.0,2.0
9/27/2019,12.0,20.0,31.0,43.0,45.0,20.0,3.0
9/24/2019,6.0,14.0,24.0,42.0,46.0,9.0,4.0
9/20/2019,23.0,24.0,42.0,48.0,53.0,22.0,2.0
9/17/2019,12.0,15.0,30.0,50.0,65.0,1.0,4.0
9/13/2019,6.0,16.0,37.0,59.0,62.0,5.0,2.0
9/10/2019,34.0,47.0,48.0,50.0,55.0,24.0,2.0
9/6/2019,4.0,11.0,13.0,19.0,31.0,10.0,4.0
9/3/2019,13.0,20.0,27.0,61.0,62.0,5.0,2.0
8/30/2019,3.0,9.0,11.0,34.0,39.0,10.0,4.0
8/27/2019,8.0,12.0,23.0,39.0,43.0,6.0,2.0
8/23/2019,11.0,15.0,37.0,54.0,68.0,21.0,2.0
8/20/2019,8.0,14.0,25.0,51.0,63.0,4.0,3.0
8/16/2019,4.0,14.0,24.0,26.0,46.0,14.0,2.0
8/13/2019,7.0,27.0,31.0,34.0,51.0,5.0,3.0
8/9/2019,15.0,53.0,56.0,59.0,63.0,1.0,2.0
8/6/2019,11.0,17.0,31.0,43.0,55.0,16.0,2.0
8/2/2019,11.0,20.0,26.0,48.0,70.0,19.0,2.0
7/30/2019,10.0,24.0,28.0,33.0,38.0,6.0,3.0
7/26/2019,4.0,6.0,11.0,43.0,48.0,11.0,3.0
7/23/2019,1.0,4.0,23.0,40.0,45.0,11.0,2.0
7/19/2019,16.0,18.0,28.0,33.0,67.0,14.0,3.0
7/16/2019,8.0,16.0,31.0,48.0,52.0,23.0,3.0
7/12/2019,8.0,25.0,38.0,56.0,59.0,7.0,2.0
7/9/2019,12.0,26.0,40.0,48.0,64.0,1.0,2.0
7/5/2019,6.0,38.0,47.0,57.0,63.0,12.0,2.0
7/2/2019,3.0,25.0,37.0,40.0,55.0,13.0,2.0
6/28/2019,2.0,35.0,49.0,53.0,63.0,1.0,2.0
6/25/2019,24.0,33.0,45.0,47.0,61.0,17.0,3.0
6/21/2019,13.0,30.0,36.0,48.0,62.0,18.0,3.0
6/18/2019,12.0,14.0,22.0,24.0,48.0,21.0,2.0
6/14/2019,19.0,40.0,47.0,57.0,65.0,6.0,2.0
6/11/2019,20.0,34.0,39.0,43.0,57.0,13.0,3.0
6/7/2019,17.0,19.0,27.0,40.0,68.0,2.0,3.0
6/4/2019,25.0,37.0,46.0,48.0,68.0,25.0,2.0
5/31/2019,7.0,8.0,26.0,65.0,67.0,4.0,3.0
5/28/2019,9.0,21.0,34.0,42.0,50.0,21.0,2.0
5/24/2019,14.0,41.0,44.0,56.0,62.0,10.0,2.0
5/21/2019,10.0,50.0,55.0,56.0,58.0,15.0,5.0
5/17/2019,5.0,17.0,28.0,32.0,63.0,11.0,3.0
5/14/2019,11.0,59.0,66.0,67.0,68.0,18.0,4.0
5/10/2019,3.0,16.0,21.0,61.0,62.0,19.0,2.0
5/7/2019,3.0,6.0,34.0,54.0,63.0,19.0,3.0
5/3/2019,8.0,16.0,22.0,66.0,68.0,11.0,2.0
4/30/2019,24.0,37.0,41.0,61.0,70.0,20.0,3.0
4/26/2019,9.0,17.0,23.0,30.0,46.0,10.0,4.0
4/23/2019,7.0,24.0,30.0,48.0,67.0,9.0,4.0
4/19/2019,18.0,25.0,43.0,44.0,57.0,25.0,4.0
4/16/2019,11.0,29.0,34.0,48.0,54.0,10.0,2.0
4/12/2019,1.0,24.0,25.0,40.0,70.0,4.0,2.0
4/9/2019,11.0,22.0,34.0,44.0,58.0,9.0,2.0
4/5/2019,8.0,22.0,24.0,38.0,64.0,21.0,2.0
4/2/2019,33.0,47.0,58.0,59.0,64.0,25.0,3.0
3/29/2019,5.0,14.0,15.0,62.0,66.0,3.0,3.0
3/26/2019,4.0,14.0,22.0,43.0,58.0,9.0,3.0
3/22/2019,7.0,36.0,58.0,60.0,62.0,10.0,3.0
3/19/2019,10.0,42.0,53.0,67.0,68.0,15.0,3.0
3/15/2019,3.0,29.0,56.0,62.0,64.0,4.0,3.0
3/12/2019,10.0,12.0,16.0,49.0,57.0,18.0,4.0
3/8/2019,4.0,9.0,42.0,62.0,68.0,7.0,4.0
3/5/2019,15.0,20.0,32.0,37.0,52.0,6.0,3.0
3/1/2019,29.0,33.0,39.0,60.0,66.0,21.0,2.0
2/26/2019,10.0,12.0,14.0,24.0,60.0,20.0,3.0
2/22/2019,18.0,24.0,31.0,34.0,55.0,4.0,4.0
2/19/2019,17.0,24.0,34.0,56.0,65.0,3.0,2.0
2/15/2019,10.0,38.0,40.0,43.0,65.0,12.0,2.0
2/12/2019,15.0,32.0,39.0,50.0,65.0,7.0,3.0
2/8/2019,14.0,24.0,31.0,42.0,48.0,13.0,3.0
2/5/2019,3.0,34.0,36.0,59.0,66.0,7.0,2.0
2/1/2019,2.0,37.0,48.0,66.0,68.0,11.0,5.0
1/29/2019,10.0,33.0,53.0,54.0,62.0,22.0,2.0
1/25/2019,8.0,16.0,30.0,38.0,61.0,10.0,2.0
1/22/2019,4.0,15.0,37.0,59.0,64.0,16.0,5.0
1/18/2019,2.0,43.0,48.0,62.0,64.0,24.0,3.0
1/15/2019,29.0,52.0,58.0,60.0,62.0,7.0,2.0
1/11/2019,4.0,5.0,31.0,62.0,69.0,20.0,3.0
1/8/2019,13.0,26.0,29.0,38.0,64.0,5.0,5.0
1/4/2019,21.0,29.0,35.0,54.0,60.0,15.0,4.0
1/1/2019,34.0,44.0,57.0,62.0,70.0,14.0,4.0
12/28/2018,9.0,10.0,25.0,37.0,38.0,21.0,2.0
12/25/2018,2.0,8.0,42.0,43.0,50.0,6.0,3.0
12/21/2018,10.0,13.0,61.0,62.0,70.0,5.0,3.0
12/18/2018,13.0,22.0,32.0,60.0,69.0,9.0,3.0
12/14/2018,5.0,22.0,26.0,43.0,49.0,23.0,4.0
12/11/2018,4.0,38.0,39.0,54.0,59.0,12.0,2.0
12/7/2018,4.0,10.0,20.0,33.0,57.0,13.0,3.0
12/4/2018,28.0,31.0,41.0,42.0,50.0,4.0,3.0
11/30/2018,25.0,28.0,40.0,43.0,63.0,19.0,3.0
11/27/2018,12.0,24.0,37.0,42.0,57.0,18.0,4.0
11/23/2018,7.0,10.0,30.0,33.0,59.0,23.0,4.0
11/20/2018,10.0,16.0,31.0,42.0,66.0,10.0,3.0
11/16/2018,33.0,36.0,63.0,68.0,69.0,16.0,3.0
11/13/2018,34.0,46.0,57.0,65.0,69.0,11.0,3.0
11/9/2018,8.0,14.0,27.0,57.0,67.0,5.0,4.0
11/6/2018,28.0,34.0,37.0,56.0,69.0,12.0,2.0
11/2/2018,3.0,23.0,28.0,46.0,62.0,16.0,2.0
10/30/2018,20.0,31.0,39.0,46.0,49.0,23.0,2.0
10/26/2018,1.0,28.0,61.0,62.0,63.0,5.0,4.0
10/23/2018,5.0,28.0,62.0,65.0,70.0,5.0,3.0
10/19/2018,15.0,23.0,53.0,65.0,70.0,7.0,2.0
10/16/2018,3.0,45.0,49.0,61.0,69.0,9.0,5.0
10/12/2018,4.0,24.0,46.0,61.0,70.0,7.0,3.0
10/9/2018,20.0,22.0,39.0,54.0,60.0,18.0,3.0
10/5/2018,27.0,28.0,32.0,41.0,69.0,12.0,2.0
10/2/2018,2.0,22.0,29.0,31.0,34.0,1.0,3.0
9/28/2018,39.0,45.0,52.0,56.0,59.0,15.0,3.0
9/25/2018,8.0,16.0,32.0,48.0,61.0,12.0,2.0
9/21/2018,1.0,2.0,11.0,52.0,64.0,9.0,4.0
9/18/2018,31.0,32.0,43.0,63.0,68.0,17.0,2.0
9/14/2018,23.0,30.0,40.0,43.0,66.0,13.0,4.0
9/11/2018,15.0,30.0,51.0,62.0,67.0,19.0,2.0
9/7/2018,8.0,10.0,41.0,54.0,68.0,10.0,2.0
9/4/2018,2.0,7.0,25.0,35.0,44.0,3.0,3.0
8/31/2018,7.0,18.0,29.0,32.0,45.0,17.0,3.0
8/28/2018,3.0,20.0,33.0,34.0,41.0,20.0,3.0
8/24/2018,1.0,6.0,13.0,18.0,49.0,8.0,2.0
8/21/2018,14.0,16.0,19.0,38.0,57.0,11.0,3.0
8/17/2018,1.0,31.0,32.0,47.0,56.0,3.0,2.0
8/14/2018,11.0,26.0,44.0,45.0,46.0,11.0,2.0
8/10/2018,1.0,3.0,12.0,22.0,42.0,6.0,5.0
8/7/2018,2.0,13.0,15.0,21.0,62.0,2.0,5.0
8/3/2018,9.0,28.0,30.0,54.0,60.0,2.0,2.0
7/31/2018,12.0,15.0,35.0,64.0,69.0,9.0,2.0
7/27/2018,1.0,32.0,40.0,49.0,63.0,20.0,3.0
7/24/2018,1.0,2.0,4.0,19.0,29.0,20.0,3.0
7/20/2018,1.0,14.0,30.0,44.0,62.0,1.0,2.0
7/17/2018,40.0,41.0,61.0,66.0,67.0,12.0,5.0
7/13/2018,21.0,22.0,39.0,59.0,68.0,2.0,2.0
7/10/2018,1.0,17.0,28.0,56.0,70.0,14.0,3.0
7/6/2018,2.0,10.0,46.0,50.0,56.0,16.0,3.0
7/3/2018,13.0,35.0,45.0,49.0,68.0,23.0,2.0
6/29/2018,2.0,32.0,47.0,49.0,68.0,23.0,4.0
6/26/2018,17.0,25.0,29.0,39.0,60.0,19.0,2.0
6/22/2018,2.0,6.0,11.0,27.0,44.0,20.0,2.0
6/19/2018,11.0,13.0,28.0,65.0,70.0,14.0,3.0
6/15/2018,1.0,11.0,37.0,47.0,51.0,6.0,2.0
6/12/2018,1.0,3.0,5.0,8.0,70.0,3.0,2.0
6/8/2018,14.0,30.0,33.0,44.0,56.0,13.0,2.0
6/5/2018,22.0,33.0,41.0,48.0,52.0,4.0,2.0
6/1/2018,5.0,24.0,52.0,62.0,66.0,17.0,3.0
5/29/2018,2.0,11.0,55.0,58.0,67.0,2.0,3.0
5/25/2018,11.0,14.0,51.0,64.0,68.0,25.0,4.0
5/22/2018,16.0,17.0,21.0,36.0,48.0,9.0,3.0
5/18/2018,9.0,26.0,53.0,64.0,66.0,11.0,2.0
5/15/2018,21.0,34.0,44.0,49.0,61.0,21.0,2.0
5/11/2018,14.0,38.0,40.0,53.0,70.0,22.0,3.0
5/8/2018,8.0,15.0,39.0,64.0,67.0,13.0,2.0
5/4/2018,4.0,5.0,10.0,12.0,18.0,21.0,4.0
5/1/2018,2.0,7.0,20.0,55.0,70.0,1.0,4.0
4/27/2018,2.0,29.0,38.0,63.0,66.0,11.0,2.0
4/24/2018,3.0,19.0,31.0,32.0,48.0,10.0,3.0
4/20/2018,1.0,15.0,18.0,32.0,45.0,4.0,2.0
4/17/2018,12.0,34.0,44.0,47.0,65.0,22.0,4.0
4/13/2018,8.0,9.0,32.0,42.0,59.0,10.0,4.0
4/10/2018,5.0,13.0,31.0,43.0,53.0,20.0,2.0
4/6/2018,16.0,33.0,51.0,54.0,67.0,20.0,4.0
4/3/2018,4.0,29.0,39.0,42.0,62.0,14.0,2.0
3/30/2018,11.0,28.0,31.0,46.0,59.0,1.0,3.0
3/27/2018,7.0,25.0,43.0,56.0,59.0,13.0,3.0
3/23/2018,4.0,8.0,23.0,53.0,59.0,17.0,3.0
3/20/2018,14.0,38.0,51.0,64.0,70.0,9.0,3.0
3/16/2018,1.0,13.0,26.0,33.0,52.0,11.0,3.0
3/13/2018,6.0,30.0,58.0,60.0,61.0,17.0,5.0
3/9/2018,7.0,17.0,18.0,46.0,66.0,22.0,4.0
3/6/2018,1.0,4.0,26.0,35.0,39.0,22.0,5.0
3/2/2018,24.0,28.0,42.0,60.0,64.0,8.0,4.0
2/27/2018,10.0,17.0,21.0,38.0,43.0,23.0,3.0
2/23/2018,7.0,11.0,13.0,19.0,58.0,9.0,4.0
2/20/2018,17.0,19.0,23.0,24.0,43.0,14.0,3.0
2/16/2018,14.0,38.0,48.0,53.0,58.0,16.0,3.0
2/13/2018,5.0,12.0,15.0,46.0,49.0,1.0,4.0
2/9/2018,28.0,34.0,41.0,46.0,47.0,14.0,3.0
2/6/2018,14.0,17.0,25.0,48.0,58.0,25.0,3.0
2/2/2018,1.0,4.0,14.0,17.0,40.0,4.0,3.0
1/30/2018,29.0,41.0,42.0,49.0,57.0,24.0,3.0
1/26/2018,10.0,16.0,27.0,38.0,43.0,1.0,4.0
1/23/2018,2.0,6.0,30.0,31.0,55.0,7.0,4.0
1/19/2018,3.0,17.0,23.0,49.0,66.0,23.0,3.0
1/16/2018,3.0,11.0,23.0,29.0,59.0,18.0,3.0
1/12/2018,17.0,18.0,33.0,46.0,60.0,24.0,4.0
1/9/2018,16.0,29.0,31.0,65.0,67.0,23.0,3.0
1/5/2018,28.0,30.0,39.0,59.0,70.0,10.0,3.0
1/2/2018,1.0,42.0,47.0,64.0,70.0,22.0,4.0
12/29/2017,4.0,10.0,18.0,28.0,62.0,7.0,2.0
12/26/2017,10.0,12.0,20.0,38.0,41.0,25.0,4.0
12/22/2017,1.0,20.0,30.0,33.0,42.0,16.0,4.0
12/19/2017,28.0,37.0,39.0,42.0,58.0,2.0,3.0
12/15/2017,4.0,12.0,36.0,44.0,57.0,19.0,4.0
12/12/2017,8.0,23.0,24.0,25.0,27.0,9.0,2.0
12/8/2017,6.0,37.0,46.0,60.0,70.0,24.0,2.0
12/5/2017,14.0,15.0,37.0,42.0,67.0,22.0,4.0
12/1/2017,16.0,22.0,40.0,41.0,59.0,8.0,4.0
11/28/2017,10.0,17.0,47.0,51.0,61.0,5.0,2.0
11/24/2017,16.0,36.0,54.0,61.0,64.0,22.0,3.0
11/21/2017,3.0,7.0,22.0,27.0,50.0,3.0,3.0
11/17/2017,3.0,26.0,55.0,58.0,70.0,15.0,4.0
11/14/2017,1.0,14.0,21.0,22.0,28.0,19.0,3.0
11/10/2017,6.0,23.0,38.0,42.0,58.0,24.0,2.0
11/7/2017,1.0,54.0,60.0,68.0,69.0,11.0,4.0
11/3/2017,10.0,22.0,42.0,61.0,69.0,3.0,2.0
10/31/2017,6.0,28.0,31.0,52.0,53.0,12.0,4.0
10/27/2017,17.0,27.0,41.0,51.0,52.0,13.0,5.0
10/24/2017,20.0,24.0,34.0,56.0,64.0,6.0,4.0
10/20/2017,6.0,23.0,63.0,66.0,73.0,9.0,2.0
10/17/2017,31.0,45.0,49.0,56.0,70.0,11.0,5.0
10/13/2017,2.0,7.0,18.0,26.0,31.0,12.0,2.0
10/10/2017,7.0,16.0,24.0,61.0,62.0,2.0,5.0
10/6/2017,21.0,33.0,36.0,45.0,56.0,12.0,5.0
10/3/2017,12.0,18.0,19.0,25.0,67.0,7.0,5.0
9/29/2017,25.0,51.0,62.0,73.0,74.0,7.0,5.0
9/26/2017,1.0,10.0,57.0,66.0,75.0,4.0,4.0
9/22/2017,5.0,39.0,54.0,63.0,66.0,15.0,5.0
9/19/2017,9.0,28.0,31.0,50.0,61.0,10.0,2.0
9/15/2017,18.0,24.0,34.0,38.0,58.0,3.0,4.0
9/12/2017,26.0,37.0,41.0,54.0,65.0,3.0,4.0
9/8/2017,4.0,5.0,14.0,26.0,73.0,14.0,3.0
9/5/2017,11.0,17.0,59.0,70.0,72.0,1.0,3.0
9/1/2017,4.0,13.0,31.0,50.0,64.0,12.0,5.0
8/29/2017,2.0,13.0,17.0,35.0,73.0,3.0,3.0
8/25/2017,17.0,38.0,42.0,51.0,65.0,11.0,5.0
8/22/2017,24.0,35.0,46.0,50.0,51.0,7.0,4.0
8/18/2017,1.0,31.0,34.0,40.0,75.0,6.0,3.0
8/15/2017,7.0,16.0,20.0,66.0,73.0,7.0,2.0
8/11/2017,23.0,33.0,53.0,56.0,58.0,6.0,5.0
8/8/2017,11.0,17.0,50.0,52.0,74.0,14.0,2.0
8/4/2017,9.0,17.0,25.0,63.0,71.0,4.0,5.0
8/1/2017,20.0,22.0,52.0,57.0,73.0,7.0,5.0
7/28/2017,4.0,6.0,31.0,49.0,52.0,11.0,3.0
7/25/2017,2.0,5.0,26.0,58.0,60.0,6.0,3.0
7/21/2017,18.0,31.0,36.0,50.0,74.0,10.0,4.0
7/18/2017,8.0,12.0,23.0,51.0,73.0,6.0,4.0
7/14/2017,11.0,12.0,24.0,32.0,73.0,1.0,4.0
7/11/2017,7.0,18.0,24.0,55.0,74.0,10.0,2.0
7/7/2017,2.0,9.0,11.0,28.0,60.0,10.0,5.0
7/4/2017,16.0,39.0,47.0,53.0,71.0,15.0,4.0
6/30/2017,10.0,38.0,51.0,55.0,64.0,6.0,5.0
6/27/2017,4.0,21.0,45.0,52.0,57.0,14.0,4.0
6/23/2017,12.0,20.0,53.0,66.0,74.0,11.0,2.0
6/20/2017,2.0,15.0,41.0,49.0,63.0,3.0,3.0
6/16/2017,18.0,22.0,26.0,30.0,44.0,9.0,5.0
6/13/2017,27.0,51.0,62.0,68.0,75.0,8.0,3.0
6/9/2017,3.0,16.0,28.0,33.0,37.0,9.0,5.0
6/6/2017,3.0,5.0,16.0,49.0,75.0,5.0,3.0
6/2/2017,7.0,42.0,57.0,69.0,72.0,10.0,3.0
5/30/2017,5.0,20.0,32.0,37.0,67.0,5.0,5.0
5/26/2017,25.0,26.0,28.0,37.0,56.0,5.0,3.0
5/23/2017,6.0,13.0,17.0,33.0,60.0,14.0,2.0
5/19/2017,1.0,4.0,5.0,24.0,30.0,1.0,3.0
5/16/2017,4.0,35.0,39.0,56.0,72.0,11.0,5.0
5/12/2017,28.0,34.0,41.0,42.0,47.0,13.0,4.0
